pedido_id,restaurante_id,nome_estabelecimento,categoria,item_principal,qtd_itens,preco_item,desconto,preco_pedido,distancia_km,taxa_entrega,tempo_entrega_min,nota_cliente
P0471,R045,Estação do Dragão Sagrado,Pizza,fatia marguerita,2,44.16,3,85.32,7.28,12.96,43,4.2
P0472,R045,Estação do Dragão Sagrado,Pizza,pizza média,1,36.95,2,34.95,3.99,9.86,37,4.2
P0473,R046,Estação do Trovão Profundo,Açaí,açaí 500ml,1,64.11,0,66.11,3.72,11.08,36,3.0
P0474,R046,Estação do Trovão Profundo,Açaí,vitamina,1,60.59,2,58.59,3.64,7.88,36,3.5
P0475,R046,Estação do Trovão Profundo,Açaí,vitamina,1,68.22,0,68.22,3.18,11.78,31,4.0
P0476,R046,Estação do Trovão Profundo,Açaí,vitamina,3,69.87,0,209.61,2.15,9.28,24,3.4
P0477,R046,Estação do Trovão Profundo,Açaí,açaí 300ml,2,58.31,3,116.62,5.39,10.22,45,2.8
P0478,R046,Estação do Trovão Profundo,Açaí,açaí 500ml,1,49.53,3,48.03,4.63,12.76,40,3.7
P0479,R046,Estação do Trovão Profundo,Açaí,vitamina,2,61.8,3,120.6,1.62,11.2,30,3.5
P0480,R047,Estação do Vapor Clandestino,Pizza,pizza brotinho,1,24.77,0,26.77,2.0,6.25,17,4.5
P0481,R047,Estação do Vapor Clandestino,Pizza,fatia de calabresa,3,33.85,5,96.55,0.25,3.58,19,4.2
P0482,R047,Estação do Vapor Clandestino,Pizza,fatia de calabresa,5,26.16,3,127.8,2.99,6.58,31,4.1
P0483,R047,Estação do Vapor Clandestino,Pizza,pizza média,1,32.37,0,34.37,0.22,4.49,8,4.4
P0484,R047,Estação do Vapor Clandestino,Pizza,fatia marguerita,2,31.92,0,65.84,3.07,5.41,37,4.0
P0485,R047,Estação do Vapor Clandestino,Pizza,fatia marguerita,3,26.5,5,74.5,0.2,2.67,19,3.9
P0486,R047,Estação do Vapor Clandestino,Pizza,fatia de calabresa,1,25.24,2,24.74,5.8,5.48,39,4.1
P0487,R047,Estação do Vapor Clandestino,Pizza,fatia marguerita,4,22.69,3,90.76,1.49,4.46,15,4.5
P0488,R048,Lab do Acarajé Dourado,Café,pão de queijo,1,17.75,0,19.25,1.88,8.82,18,4.7
P0489,R048,Lab do Acarajé Dourado,Café,croissant,5,24.19,0,123.95,1.97,9.21,40,4.6
P0490,R048,Lab do Acarajé Dourado,Café,pão de queijo,3,17.76,0,57.28,3.66,10.93,25,4.9
P0491,R048,Lab do Acarajé Dourado,Café,cappuccino,2,17.77,0,35.54,1.97,6.12,32,4.3
P0492,R048,Lab do Acarajé Dourado,Café,cappuccino,1,17.73,0,19.23,4.17,9.72,48,4.4
P0493,R048,Lab do Acarajé Dourado,Café,pão de queijo,1,17.1,3,18.1,4.26,9.15,30,4.1
P0494,R048,Lab do Acarajé Dourado,Café,cappuccino,1,20.47,0,20.47,1.09,7.02,26,3.6
P0495,R048,Lab do Acarajé Dourado,Café,cappuccino,2,24.29,3,49.58,2.09,8.9,23,3.5
P0496,R048,Lab do Acarajé Dourado,Café,café coado,2,24.17,3,48.34,0.2,7.16,24,4.6
P0497,R048,Lab do Acarajé Dourado,Café,café coado,1,17.42,0,21.42,3.22,10.21,27,4.7
P0498,R049,Lab do Gato Preto Supremo,Doces,brigadeiro,4,47.85,0,191.4,2.99,12.22,38,5.0
P0499,R049,Lab do Gato Preto Supremo,Doces,pudim,1,65.69,5,62.69,4.8,10.3,32,4.4
P0500,R049,Lab do Gato Preto Supremo,Doces,cookie,3,49.38,0,150.14,4.2,9.32,29,4.5
P0501,R049,Lab do Gato Preto Supremo,Doces,cookie,3,68.72,0,209.16,3.89,8.91,147,4.5
P0502,R049,Lab do Gato Preto Supremo,Doces,pudim,3,55.75,0,171.25,3.75,11.19,36,4.2
P0503,R049,Lab do Gato Preto Supremo,Doces,pudim,5,63.54,0,320.7,4.32,9.67,30,4.6
P0504,R049,Lab do Gato Preto Supremo,Doces,cookie,1,52.41,0,52.41,2.29,8.92,23,4.3
P0505,R050,Lab do Pão de Alho Nervoso,Salgados,coxinha,1,18.28,5,219.25,2.03,5.56,25,4.4
P0506,R050,Lab do Pão de Alho Nervoso,Salgados,enroladinho,5,17.73,0,92.65,0.41,3.99,21,3.7
P0507,R050,Lab do Pão de Alho Nervoso,Salgados,coxinha,3,15.74,3,44.22,0.2,2.6,17,4.2
P0508,R050,Lab do Pão de Alho Nervoso,Salgados,risole,4,25.28,2,101.12,0.58,1.13,31,3.2
P0509,R050,Lab do Pão de Alho Nervoso,Salgados,coxinha,1,22.0,0,22.0,1.74,1.04,34,4.2
P0510,R050,Lab do Pão de Alho Nervoso,Salgados,esfiha,3,15.93,0,49.79,1.4,2.36,22,4.1
P0511,R050,Lab do Pão de Alho Nervoso,Salgados,enroladinho,1,25.0,0,26.5,1.19,3.01,22,3.7
P0512,R050,Lab do Pão de Alho Nervoso,Salgados,enroladinho,5,15.77,0,82.85,3.4,3.47,47,3.2
P0513,R050,Lab do Pão de Alho Nervoso,Salgados,esfiha,1,15.82,0,15.82,3.23,4.65,33,3.7
P0514,R050,Lab do Pão de Alho Nervoso,Salgados,coxinha,2,21.37,0,46.74,2.08,2.25,26,4.5
P0515,R051,Lab do Trovão Honesto,Hambúrguer,x-bacon,1,7.99,0,11.99,5.53,5.95,51,4.6
P0516,R051,Lab do Trovão Honesto,Hambúrguer,batata frita,3,10.85,0,35.55,3.91,5.68,48,3.4
P0517,R051,Lab do Trovão Honesto,Hambúrguer,x-salada,1,10.72,0,10.72,4.78,4.79,35,3.5
P0518,R051,Lab do Trovão Honesto,Hambúrguer,x-salada,1,7.72,0,7.72,5.33,5.21,30,3.9
P0519,R051,Lab do Trovão Honesto,Hambúrguer,x-salada,4,8.8,3,32.2,7.03,8.44,43,4.1
P0520,R051,Lab do Trovão Honesto,Hambúrguer,x-burger,2,8.47,3,13.94,5.07,6.34,49,3.2
P0521,R051,Lab do Trovão Honesto,Hambúrguer,x-bacon,1,11.83,2,11.83,5.83,6.25,32,4.0
P0522,R051,Lab do Trovão Honesto,Hambúrguer,x-burger,3,11.99,0,35.97,4.98,5.45,36,3.0
P0523,R051,Lab do Trovão Honesto,Hambúrguer,x-salada,2,11.93,2,21.86,5.49,6.5,37,3.3
P0524,R051,Lab do Trovão Honesto,Hambúrguer,smash duplo,4,8.91,2,35.14,4.8,6.18,48,4.0
P0525,R051,Lab do Trovão Honesto,Hambúrguer,smash duplo,4,9.09,0,36.36,6.76,5.24,65,3.3
P0526,R051,Lab do Trovão Honesto,Hambúrguer,x-salada,2,10.42,0,24.84,4.15,4.9,34,4.9
P0527,R052,Moinho da Batata Supremo,Hambúrguer,batata frita,1,29.08,2,27.08,2.47,7.86,43,3.6
P0528,R052,Moinho da Batata Supremo,Hambúrguer,x-burger,1,39.46,3,36.46,7.53,10.48,57,3.9
P0529,R052,Moinho da Batata Supremo,Hambúrguer,batata frita,2,23.26,0,46.52,3.74,6.16,29,3.5
P0530,R052,Moinho da Batata Supremo,Hambúrguer,smash duplo,3,37.58,0,115.74,8.02,9.41,56,3.6
P0531,R052,Moinho da Batata Supremo,Hambúrguer,batata frita,2,39.01,5,76.02,3.81,7.59,24,4.1
P0532,R052,Moinho da Batata Supremo,Hambúrguer,x-salada,1,32.21,5,27.21,6.13,8.19,47,3.1
P0533,R052,Moinho da Batata Supremo,Hambúrguer,smash duplo,3,27.19,0,81.57,6.61,9.68,53,2.6
P0534,R052,Moinho da Batata Supremo,Hambúrguer,x-burger,3,37.22,0,114.66,4.59,10.22,42,3.7
P0535,R053,Moinho da Lua Cheia Secreto,Pizza,fatia de calabresa,1,29.3,0,29.3,4.19,8.86,62,3.6
P0536,R053,Moinho da Lua Cheia Secreto,Pizza,pizza média,2,31.85,3,60.7,5.12,10.23,47,3.5
P0537,R053,Moinho da Lua Cheia Secreto,Pizza,pizza brotinho,3,41.42,0,126.26,4.09,9.65,34,3.2
P0538,R053,Moinho da Lua Cheia Secreto,Pizza,pizza brotinho,1,31.18,0,32.68,3.9,10.49,33,4.2
P0539,R053,Moinho da Lua Cheia Secreto,Pizza,pizza média,2,47.36,3,91.72,4.21,10.07,26,3.6
P0540,R053,Moinho da Lua Cheia Secreto,Pizza,fatia marguerita,3,46.92,2,140.76,5.77,9.88,42,3.6
P0541,R053,Moinho da Lua Cheia Secreto,Pizza,fatia marguerita,2,43.24,5,83.48,2.89,9.83,9,3.9
P0542,R053,Moinho da Lua Cheia Secreto,Pizza,fatia de calabresa,1,30.5,0,32.0,4.7,8.25,33,3.8
P0543,R054,Moinho da Pimenta Secreto,Salgados,esfiha,1,37.61,3,37.61,6.24,8.01,47,3.2
P0544,R054,Moinho da Pimenta Secreto,Salgados,kibe,2,60.93,5,118.86,4.08,6.52,46,3.6
P0545,R054,Moinho da Pimenta Secreto,Salgados,kibe,1,47.75,0,47.75,5.99,7.07,31,3.8
P0546,R054,Moinho da Pimenta Secreto,Salgados,esfiha,2,60.57,3,118.14,4.56,4.38,34,3.5
P0547,R054,Moinho da Pimenta Secreto,Salgados,esfiha,1,48.18,0,48.18,6.02,6.73,33,3.8
P0548,R054,Moinho da Pimenta Secreto,Salgados,risole,2,60.68,0,121.36,4.53,5.18,53,2.8
P0549,R054,Moinho da Pimenta Secreto,Salgados,esfiha,1,55.8,0,55.8,4.42,5.34,53,3.5
P0550,R055,Moinho do Abacaxi Supremo,Marmita,marmita M,2,10.57,0,23.14,4.12,10.21,35,3.6
P0551,R055,Moinho do Abacaxi Supremo,Marmita,marmita P,1,10.71,0,12.21,2.6,7.87,30,4.6
P0552,R055,Moinho do Abacaxi Supremo,Marmita,marmita P,1,9.26,3,8.26,1.68,7.76,37,3.8
P0553,R055,Moinho do Abacaxi Supremo,Marmita,marmita P,1,10.93,3,10.93,3.03,9.95,10,4.4
P0554,R055,Moinho do Abacaxi Supremo,Marmita,marmita P,3,9.28,3,24.84,2.97,5.26,51,3.2
P0555,R055,Moinho do Abacaxi Supremo,Marmita,marmita M,1,9.32,0,11.32,4.56,8.73,40,3.8
P0556,R055,Moinho do Abacaxi Supremo,Marmita,marmita P,2,7.61,5,11.72,5.37,9.21,54,3.5
P0557,R055,Moinho do Abacaxi Supremo,Marmita,marmita M,1,10.9,0,14.9,5.28,8.83,58,3.0
P0558,R056,Moinho do Caldinho Noturno,Pizza,pizza brotinho,2,45.28,2,88.56,2.78,10.59,47,3.2
P0559,R056,Moinho do Caldinho Noturno,Pizza,fatia marguerita,1,50.09,5,45.09,5.96,14.38,64,3.0
P0560,R056,Moinho do Caldinho Noturno,Pizza,pizza média,2,39.88,0,79.76,5.16,14.35,44,3.5
P0561,R056,Moinho do Caldinho Noturno,Pizza,pizza média,5,37.97,0,189.85,4.57,14.52,46,3.7
P0562,R056,Moinho do Caldinho Noturno,Pizza,pizza brotinho,2,39.21,5,74.92,2.77,11.71,14,4.6
P0563,R056,Moinho do Caldinho Noturno,Pizza,pizza média,4,33.05,5,131.2,2.93,11.92,35,4.0
P0564,R056,Moinho do Caldinho Noturno,Pizza,pizza média,1,39.08,0,41.08,2.53,10.91,29,3.7
P0565,R056,Moinho do Caldinho Noturno,Pizza,fatia de calabresa,3,39.13,0,121.39,3.14,10.75,34,4.0
P0566,R056,Moinho do Caldinho Noturno,Pizza,pizza brotinho,5,39.44,3,196.2,1.65,10.85,40,3.4
P0567,R056,Moinho do Caldinho Noturno,Pizza,pizza brotinho,2,31.24,5,57.48,3.64,10.81,26,4.6
P0568,R056,Moinho do Caldinho Noturno,Pizza,pizza brotinho,1,46.22,3,43.22,4.28,12.74,53,2.6
P0569,R057,Moinho do Catupiry Maroto,Doces,bolo de pote,2,52.26,0,107.52,6.91,9.2,58,3.4
P0570,R057,Moinho do Catupiry Maroto,Doces,brigadeiro,5,56.08,5,276.9,7.63,7.34,47,3.2
P0571,R057,Moinho do Catupiry Maroto,Doces,cookie,2,71.7,0,143.4,6.28,8.22,47,3.1
P0572,R057,Moinho do Catupiry Maroto,Doces,brigadeiro,2,48.11,2,95.72,6.98,7.71,60,2.6
P0573,R057,Moinho do Catupiry Maroto,Doces,pudim,4,40.05,0,160.2,6.89,8.34,49,2.9
P0574,R057,Moinho do Catupiry Maroto,Doces,pudim,3,63.23,0,193.69,7.73,6.52,34,4.0
P0575,R057,Moinho do Catupiry Maroto,Doces,cookie,1,71.02,5,68.02,10.58,9.92,72,2.5
P0576,R057,Moinho do Catupiry Maroto,Doces,bolo de pote,3,56.28,0,168.84,5.27,9.21,39,3.8
P0577,R058,Moinho do Trovão Sincero,Pizza,pizza média,2,7.78,0,17.06,6.05,8.03,51,4.0
P0578,R058,Moinho do Trovão Sincero,Pizza,fatia de calabresa,2,10.04,3,17.08,6.19,4.43,50,4.3
P0579,R058,Moinho do Trovão Sincero,Pizza,pizza média,2,10.8,2,19.6,7.53,7.13,69,3.4
P0580,R058,Moinho do Trovão Sincero,Pizza,fatia de calabresa,2,6.54,0,16.08,7.46,6.51,61,3.2
P0581,R058,Moinho do Trovão Sincero,Pizza,pizza brotinho,5,8.25,0,42.75,8.7,7.74,69,2.9
P0582,R058,Moinho do Trovão Sincero,Pizza,pizza média,1,6.33,0,6.33,6.26,6.52,62,3.3
P0583,R058,Moinho do Trovão Sincero,Pizza,pizza média,2,9.21,2,16.42,5.7,7.31,43,3.7
P0584,R058,Moinho do Trovão Sincero,Pizza,pizza média,2,10.9,5,16.8,8.25,6.14,55,3.9
P0585,R058,Moinho do Trovão Sincero,Pizza,pizza brotinho,2,10.66,0,24.32,4.19,5.28,43,3.5
P0586,R058,Moinho do Trovão Sincero,Pizza,fatia marguerita,1,9.58,5,6.08,7.2,7.86,53,3.4
P0587,R059,Moinho do X-Tudo Clandestino,Salgados,enroladinho,1,47.22,0,47.22,2.15,11.18,27,3.9
P0588,R059,Moinho do X-Tudo Clandestino,Salgados,kibe,1,39.18,2,39.18,1.55,10.63,32,3.5
P0589,R059,Moinho do X-Tudo Clandestino,Salgados,esfiha,5,45.25,2,224.25,3.26,10.56,24,4.1
P0590,R059,Moinho do X-Tudo Clandestino,Salgados,esfiha,4,46.1,3,182.9,3.86,9.68,44,3.8
P0591,R059,Moinho do X-Tudo Clandestino,Salgados,coxinha,1,44.67,0,46.67,0.29,9.08,28,4.1
P0592,R059,Moinho do X-Tudo Clandestino,Salgados,enroladinho,2,41.99,0,83.98,0.41,9.42,21,3.7
P0593,R059,Moinho do X-Tudo Clandestino,Salgados,coxinha,2,33.65,2,65.3,3.5,11.76,37,3.8
P0594,R059,Moinho do X-Tudo Clandestino,Salgados,kibe,4,45.02,2,178.08,2.97,9.98,26,4.4
P0595,R059,Moinho do X-Tudo Clandestino,Salgados,coxinha,4,33.51,5,129.04,0.5,9.55,17,3.7
P0596,R059,Moinho do X-Tudo Clandestino,Salgados,risole,5,32.81,5,162.05,0.2,11.87,22,3.9
P0597,R060,Oficina do Abacaxi Crocrante,Açaí,salada de frutas,4,19.35,0,79.4,5.27,11.48,41,3.4
P0598,R060,Oficina do Abacaxi Crocrante,Açaí,salada de frutas,4,12.88,2,51.52,5.44,13.81,39,2.1
P0599,R060,Oficina do Abacaxi Crocrante,Açaí,vitamina,1,17.59,2,15.59,5.88,13.35,62,3.9
P0600,R060,Oficina do Abacaxi Crocrante,Açaí,vitamina,5,12.34,3,58.7,1.72,10.43,34,4.1
P0601,R060,Oficina do Abacaxi Crocrante,Açaí,salada de frutas,2,16.66,0,34.82,3.82,13.66,36,3.8
P0602,R060,Oficina do Abacaxi Crocrante,Açaí,açaí 300ml,4,18.17,3,69.68,3.83,14.01,31,3.5
P0603,R060,Oficina do Abacaxi Crocrante,Açaí,vitamina,5,14.79,0,73.95,1.13,11.03,34,4.5
P0604,R060,Oficina do Abacaxi Crocrante,Açaí,vitamina,3,14.14,5,39.42,3.06,12.65,33,4.2
P0605,R060,Oficina do Abacaxi Crocrante,Açaí,vitamina,4,18.5,0,74.0,2.58,12.34,29,4.3
P0606,R060,Oficina do Abacaxi Crocrante,Açaí,salada de frutas,2,17.89,3,35.78,4.92,11.51,64,3.6
P0607,R061,Oficina do Caldinho Crocrante,Marmita,marmita fitness,3,26.51,5,74.53,8.03,15.82,52,3.4
P0608,R061,Oficina do Caldinho Crocrante,Marmita,marmita M,1,19.5,0,23.5,7.53,13.09,49,3.9
P0609,R061,Oficina do Caldinho Crocrante,Marmita,prato executivo,2,27.54,0,57.08,5.29,12.31,48,3.9
P0610,R061,Oficina do Caldinho Crocrante,Marmita,marmita M,3,31.97,2,93.91,8.69,13.0,69,3.0
P0611,R061,Oficina do Caldinho Crocrante,Marmita,marmita M,2,19.8,2,37.6,5.73,11.57,31,4.2
P0612,R061,Oficina do Caldinho Crocrante,Marmita,marmita M,3,19.7,0,59.1,6.81,14.38,38,4.2
P0613,R061,Oficina do Caldinho Crocrante,Marmita,marmita fitness,5,19.14,0,98.7,8.09,13.07,52,3.3
P0614,R061,Oficina do Caldinho Crocrante,Marmita,marmita P,2,32.29,0,64.58,7.42,15.7,43,3.9
P0615,R061,Oficina do Caldinho Crocrante,Marmita,marmita fitness,1,28.84,0,28.84,6.36,14.56,29,3.5
P0616,R061,Oficina do Caldinho Crocrante,Marmita,marmita fitness,5,23.0,0,119.0,8.54,11.91,62,3.3
P0617,R062,Oficina do Cometa Nervoso,Salgados,enroladinho,1,35.52,0,37.52,7.69,7.43,57,3.8
P0618,R062,Oficina do Cometa Nervoso,Salgados,risole,2,23.81,5,45.62,8.83,5.15,82,4.1
P0619,R062,Oficina do Cometa Nervoso,Salgados,risole,1,27.7,3,24.7,7.12,7.87,57,4.4
P0620,R062,Oficina do Cometa Nervoso,Salgados,risole,3,31.99,3,96.97,7.68,6.17,57,4.0
P0621,R062,Oficina do Cometa Nervoso,Salgados,kibe,4,37.11,0,150.44,9.17,8.95,193,4.0
P0622,R062,Oficina do Cometa Nervoso,Salgados,enroladinho,1,33.62,0,35.62,9.73,6.12,50,1.5
P0623,R062,Oficina do Cometa Nervoso,Salgados,risole,3,36.19,0,108.57,7.92,6.81,48,4.1
P0624,R062,Oficina do Cometa Nervoso,Salgados,esfiha,1,25.13,3,22.13,9.56,8.69,72,3.0
P0625,R062,Oficina do Cometa Nervoso,Salgados,enroladinho,1,26.91,0,26.91,8.11,6.66,64,3.1
P0626,R062,Oficina do Cometa Nervoso,Salgados,risole,2,30.56,3,61.12,8.81,7.53,76,3.0
P0627,R062,Oficina do Cometa Nervoso,Salgados,kibe,1,22.08,2,20.08,7.09,6.35,54,4.3
P0628,R063,Oficina do Tacho Clandestino,Marmita,marmita P,1,38.09,0,38.09,3.27,11.29,21,3.5
P0629,R063,Oficina do Tacho Clandestino,Marmita,marmita P,2,36.73,2,75.46,5.44,13.61,38,4.0
P0630,R063,Oficina do Tacho Clandestino,Marmita,marmita P,2,32.5,2,63.0,4.02,11.97,49,3.3
P0631,R063,Oficina do Tacho Clandestino,Marmita,prato executivo,2,25.83,0,54.66,3.79,12.01,34,4.3
P0632,R063,Oficina do Tacho Clandestino,Marmita,marmita M,3,34.6,2,101.8,6.05,11.06,37,4.4
P0633,R063,Oficina do Tacho Clandestino,Marmita,marmita fitness,1,25.19,2,26.19,3.35,12.2,41,3.4
P0634,R063,Oficina do Tacho Clandestino,Marmita,marmita P,2,32.93,0,65.86,4.6,11.14,29,4.4
P0635,R063,Oficina do Tacho Clandestino,Marmita,marmita fitness,1,36.37,0,36.37,5.12,9.27,49,3.3
P0636,R063,Oficina do Tacho Clandestino,Marmita,marmita M,3,26.17,0,80.51,2.3,10.64,22,3.4
P0637,R064,Oficina do Tacho Sincero,Japonesa,temaki,1,8.25,5,5.25,4.37,12.62,37,3.8
P0638,R064,Oficina do Tacho Sincero,Japonesa,yakisoba,4,8.81,0,35.24,3.84,12.11,44,3.5
P0639,R064,Oficina do Tacho Sincero,Japonesa,combo 12 peças,4,5.64,0,22.56,6.25,15.15,55,3.3
P0640,R064,Oficina do Tacho Sincero,Japonesa,temaki,2,7.84,0,17.18,6.24,13.71,39,3.7
P0641,R064,Oficina do Tacho Sincero,Japonesa,temaki,5,7.71,3,35.55,4.89,12.65,53,3.5
P0642,R064,Oficina do Tacho Sincero,Japonesa,combo 12 peças,5,9.85,5,44.25,4.8,12.64,172,4.1
P0643,R064,Oficina do Tacho Sincero,Japonesa,yakisoba,3,7.58,2,20.74,4.99,10.61,35,3.7
P0644,R064,Oficina do Tacho Sincero,Japonesa,temaki,2,5.75,5,6.5,6.39,14.81,44,3.4
P0645,R064,Oficina do Tacho Sincero,Japonesa,yakisoba,1,7.5,0,7.5,5.11,13.17,52,3.7
P0646,R064,Oficina do Tacho Sincero,Japonesa,hot roll,1,6.36,0,9.36,6.25,13.71,40,3.8
P0647,R064,Oficina do Tacho Sincero,Japonesa,hot roll,1,9.45,5,4.45,4.5,12.63,43,3.5
P0648,R064,Oficina do Tacho Sincero,Japonesa,yakisoba,3,7.18,2,19.54,4.51,13.34,45,3.6
P0649,R065,Ponto da Batata Afiado,Japonesa,hot roll,1,49.07,0,51.07,3.41,8.13,38,3.3
P0650,R065,Ponto da Batata Afiado,Japonesa,combo 12 peças,2,39.26,0,78.52,6.14,7.39,52,3.1
P0651,R065,Ponto da Batata Afiado,Japonesa,hot roll,4,43.98,5,172.92,4.92,7.94,36,3.6
P0652,R065,Ponto da Batata Afiado,Japonesa,combo 12 peças,2,46.35,0,92.7,5.51,8.31,39,3.4
P0653,R065,Ponto da Batata Afiado,Japonesa,yakisoba,3,45.08,5,130.24,6.36,7.07,56,3.2
P0654,R065,Ponto da Batata Afiado,Japonesa,combo 12 peças,2,42.99,2,83.98,7.42,8.32,53,2.9
P0655,R065,Ponto da Batata Afiado,Japonesa,hot roll,4,30.88,0,123.52,4.03,8.64,33,3.7
P0656,R066,Ponto da Lua Cheia Solar,Hambúrguer,x-burger,3,38.43,0,115.29,4.95,6.74,40,3.5
P0657,R066,Ponto da Lua Cheia Solar,Hambúrguer,x-burger,1,50.45,3,51.45,4.63,4.19,47,3.8
P0658,R066,Ponto da Lua Cheia Solar,Hambúrguer,smash duplo,2,42.53,3,82.06,0.35,2.46,31,4.0
P0659,R066,Ponto da Lua Cheia Solar,Hambúrguer,smash duplo,4,42.77,3,168.08,5.13,0.79,45,4.1
P0660,R066,Ponto da Lua Cheia Solar,Hambúrguer,batata frita,2,57.64,0,117.28,3.46,4.21,18,4.1
P0661,R066,Ponto da Lua Cheia Solar,Hambúrguer,smash duplo,1,40.69,5,35.69,3.63,2.46,35,4.1
P0662,R066,Ponto da Lua Cheia Solar,Hambúrguer,smash duplo,1,38.63,2,36.63,4.18,5.38,28,4.4
P0663,R066,Ponto da Lua Cheia Solar,Hambúrguer,x-bacon,2,39.73,0,83.46,3.22,7.58,39,4.2
P0664,R066,Ponto da Lua Cheia Solar,Hambúrguer,x-bacon,1,53.57,0,57.57,4.57,3.74,47,3.7
P0665,R066,Ponto da Lua Cheia Solar,Hambúrguer,x-bacon,2,39.31,0,78.62,5.74,4.44,51,3.9
P0666,R067,Ponto do Eclipse Clandestino,Marmita,prato executivo,2,9.08,0,19.66,5.26,11.63,36,3.7
P0667,R067,Ponto do Eclipse Clandestino,Marmita,prato executivo,1,7.92,5,4.42,3.74,12.44,34,4.2
P0668,R067,Ponto do Eclipse Clandestino,Marmita,prato executivo,2,7.95,0,17.9,2.77,11.87,8,5.0
P0669,R067,Ponto do Eclipse Clandestino,Marmita,prato executivo,3,12.86,2,40.58,2.67,11.32,24,4.0
P0670,R067,Ponto do Eclipse Clandestino,Marmita,marmita P,4,8.23,0,34.42,4.21,12.33,37,3.4
P0671,R067,Ponto do Eclipse Clandestino,Marmita,prato executivo,1,10.64,0,12.64,3.01,9.16,25,3.4
P0672,R067,Ponto do Eclipse Clandestino,Marmita,marmita M,1,12.51,0,15.51,3.74,12.91,47,3.1
P0673,R067,Ponto do Eclipse Clandestino,Marmita,marmita fitness,2,10.24,2,21.48,1.69,10.1,24,3.8
P0674,R068,Quintal da Coruja Maroto,Doces,pudim,1,10.23,0,13.23,0.34,8.35,22,4.2
P0675,R068,Quintal da Coruja Maroto,Doces,pudim,1,16.23,5,11.23,2.71,8.05,32,4.1
P0676,R068,Quintal da Coruja Maroto,Doces,bolo de pote,2,15.44,5,25.88,1.25,7.15,36,3.5
P0677,R068,Quintal da Coruja Maroto,Doces,bolo de pote,4,10.63,0,46.52,2.08,8.15,21,4.2
P0678,R068,Quintal da Coruja Maroto,Doces,pudim,2,10.27,3,20.54,0.91,9.75,31,3.9
P0679,R068,Quintal da Coruja Maroto,Doces,bolo de pote,2,10.79,0,21.58,2.13,9.91,38,3.8
P0680,R068,Quintal da Coruja Maroto,Doces,bolo de pote,4,16.43,0,68.72,3.74,9.8,43,4.1
P0681,R068,Quintal da Coruja Maroto,Doces,cookie,1,15.5,5,12.0,1.48,7.39,22,3.6
P0682,R068,Quintal da Coruja Maroto,Doces,pudim,1,12.5,0,12.5,3.57,10.7,32,4.0
P0683,R068,Quintal da Coruja Maroto,Doces,bolo de pote,1,15.91,3,12.91,2.09,8.69,27,3.7
P0684,R069,Quintal da Coxinha Afiado,Pizza,fatia marguerita,3,10.6,0,31.8,7.85,12.81,69,3.7
P0685,R069,Quintal da Coxinha Afiado,Pizza,pizza brotinho,4,11.86,0,49.44,5.29,11.89,35,3.0
P0686,R069,Quintal da Coxinha Afiado,Pizza,pizza brotinho,1,8.96,0,8.96,4.77,11.45,46,3.5
P0687,R069,Quintal da Coxinha Afiado,Pizza,pizza média,2,14.03,0,28.06,5.39,11.63,36,4.1
P0688,R069,Quintal da Coxinha Afiado,Pizza,fatia marguerita,3,11.21,0,33.63,5.52,13.54,27,3.5
P0689,R069,Quintal da Coxinha Afiado,Pizza,fatia de calabresa,2,11.76,0,25.02,6.19,13.48,40,4.0
P0690,R069,Quintal da Coxinha Afiado,Pizza,pizza média,2,9.57,3,18.14,5.51,11.67,56,3.7
P0691,R069,Quintal da Coxinha Afiado,Pizza,fatia de calabresa,2,8.79,5,16.58,8.74,12.63,71,2.7
P0692,R070,Quintal da Esquina Honesto,Japonesa,temaki,4,9.73,0,38.92,6.2,11.35,42,3.1
P0693,R070,Quintal da Esquina Honesto,Japonesa,temaki,1,10.89,2,11.89,8.47,14.06,63,2.6
P0694,R070,Quintal da Esquina Honesto,Japonesa,temaki,3,13.44,5,36.82,10.28,13.16,73,2.5
P0695,R070,Quintal da Esquina Honesto,Japonesa,hot roll,2,11.1,0,22.2,7.78,13.54,62,2.7
P0696,R070,Quintal da Esquina Honesto,Japonesa,hot roll,4,11.72,3,47.88,9.11,12.75,64,3.6
P0697,R070,Quintal da Esquina Honesto,Japonesa,yakisoba,1,14.17,0,16.17,8.65,11.82,64,2.1
P0698,R070,Quintal da Esquina Honesto,Japonesa,temaki,2,14.37,0,28.74,9.45,15.3,68,2.9
P0699,R070,Quintal da Esquina Honesto,Japonesa,combo 12 peças,2,14.66,3,30.32,7.74,14.34,69,3.0
P0700,R070,Quintal da Esquina Honesto,Japonesa,yakisoba,3,9.09,5,23.77,5.39,11.81,56,2.9
P0701,R070,Quintal da Esquina Honesto,Japonesa,temaki,3,13.95,0,43.85,7.67,13.75,58,2.2
P0702,R070,Quintal da Esquina Honesto,Japonesa,hot roll,5,8.49,2,41.95,7.69,14.13,54,2.5
P0703,R070,Quintal da Esquina Honesto,Japonesa,combo 12 peças,2,14.16,5,23.32,8.06,13.38,48,3.0
P0704,R071,Quintal do Cometa Selvagem,Pizza,pizza média,5,65.75,0,331.75,7.52,5.66,54,2.9
P0705,R071,Quintal do Cometa Selvagem,Pizza,pizza média,1,60.89,3,59.39,7.4,6.39,57,3.7
